sentence_good,sentence_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pair_id,good_slor,bad_slor,slor_diff,correct,good_model_logprob,bad_model_logprob,good_unigram_logprob,bad_unigram_logprob,good_num_tokens,bad_num_tokens
Julia is boycotting what mountain?,What is Julia boycotting mountain?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,13,2.739466913984069,2.287058728798846,0.45240818518522286,1,-50.0408331155777,-47.48919206857681,-71.95656842745025,-63.498603170168735,8,7
Carla had argued about what series?,What had Carla argued about series?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,14,1.1808737441037795,1.0825251995291882,0.0983485445745913,1,-57.16811227798462,-58.28610920906067,-66.61510223081486,-66.94631080529417,8,8
Amanda was investigating whose hospitals?,Whose was Amanda investigating hospitals?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,15,2.629716048831883,1.816868196471749,0.8128478523601341,1,-47.60491609573364,-54.432981967926025,-66.01292843755682,-67.15105934322827,7,7
All actresses are exploring which college campus?,Which are all actresses exploring college campus?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,16,1.5134041431942258,1.7444362168208531,-0.23103207362662737,0,-63.01615858078003,-62.1297070980072,-75.12339172633384,-76.08519683257403,8,8
Most schools have looked like what drawings?,What have most schools looked like drawings?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,17,1.8795834188377576,1.3477227652066848,0.5318606536310728,1,-50.63196611404419,-53.05266451835632,-65.66863346474625,-63.8344466400098,8,8
April is talking about which movies?,Which is April talking about movies?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,18,1.0590520411874695,1.9027043495459404,-0.8436523083584708,0,-46.38056921958923,-41.85255444049835,-53.79393350790152,-55.171484887319934,7,7
Tara will fix whose skateboards?,Whose will Tara fix skateboards?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,19,1.8096768064645552,2.573907019401018,-0.7642302129364626,0,-59.904625415802,-59.643247842788696,-74.38203986751844,-80.23450399799684,8,8
Carla was lifting which pamphlet?,Which was Carla lifting pamphlet?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,20,0.7845616539037549,0.7469061229326976,0.03765553097105723,1,-58.659687757492065,-61.63004279136658,-64.15161933481835,-66.85838565189546,7,7
A lot of hats do confuse whose committees?,Whose do a lot of hats confuse committees?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,21,1.2154769605018427,1.6697366070911088,-0.4542596465892661,0,-66.87495541572571,-69.83953958749771,-77.81424806024229,-86.5369056584088,9,10
Tina might boast about whose bases?,Whose might Tina boast about bases?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,22,1.165448958149483,1.5544141315357596,-0.3889651733862767,0,-62.52936553955078,-65.83554148674011,-71.85295720474664,-78.27085453902619,8,8
A woman had concealed whose skateboards?,Whose had a woman concealed skateboards?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,23,1.3831684765439771,2.1266911094813534,-0.7435226329373763,0,-62.0454797744751,-62.693265199661255,-73.11082758682691,-81.83348518499344,8,9
Caroline has worried what people?,What has Caroline worried people?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,24,1.6094501775522343,0.7575942853087779,0.8518558922434564,1,-47.04920315742493,-43.432188987731934,-58.315354400290566,-47.9777546995846,7,6
Galileo will sound like which woman?,Which will Galileo sound like woman?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,25,1.5250382785075738,1.1091417682875016,0.41589651022007224,1,-59.71218752861023,-52.52517867088318,-73.43753203517839,-60.28917104889569,9,7
Those actresses will love which movies?,Which will those actresses love movies?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,26,0.8608776333497862,1.5571784533648036,-0.6963008200150175,0,-55.336161613464355,-50.849493741989136,-61.36230504691286,-61.74974291554276,7,7
Peter did run around whose museum?,Whose did Peter run around museum?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,27,1.004528356544044,2.0292545410261926,-1.0247261844821487,0,-52.45606541633606,-53.70812797546387,-59.487763912144366,-69.94216430367341,7,8
Lucille was wearing which scarf?,Which was Lucille wearing scarf?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,28,1.6540897322579065,1.9626912811801864,-0.30860154892228,0,-50.89757966995239,-51.188066244125366,-62.47620779575774,-64.92690521238667,7,7
Monet has aggravated what waitresses?,What has Monet aggravated waitresses?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,29,0.1888043688737433,0.781883279321482,-0.5930789104477387,0,-72.6911997795105,-68.42610841989517,-74.20163473050044,-74.68117465446703,8,8
Most gloves might disturb what women?,What might most gloves disturb women?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,30,0.9827526175669489,0.6698404383101239,0.312912179256825,1,-55.89538621902466,-56.251584649086,-62.7746545419933,-60.940467717256865,7,7
Kayla has attacked which patients?,Which has Kayla attacked patients?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,31,0.09250566093758497,1.4477141273202696,-1.3552084663826847,0,-63.128342151641846,-56.675971269607544,-63.77588177820494,-66.80997016084943,7,7
Spain had worked with what doctors?,What had Spain worked with doctors?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,32,1.252244374730307,1.7463635604883092,-0.4941191857580023,0,-48.4622757434845,-42.729872703552246,-57.227986366596646,-54.95441762697041,7,7
Guy should explore which oasis?,Which should Guy explore oasis?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,33,1.4629778812003085,1.3091711640890773,0.15380671711123117,1,-55.626441955566406,-58.64709997177124,-65.86728712396857,-67.81129812039478,7,7
The Lutherans do boast about what person?,What do the Lutherans boast about person?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,34,0.8172676130638494,0.9015531488327974,-0.08428553576894793,0,-67.01303911209106,-64.23944771289825,-74.36844762966571,-72.35342605239343,9,9
A waiter was thinking about which horses?,Which was a waiter thinking about horses?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,35,1.2517590070080242,2.07574784023729,-0.823988833229266,0,-52.0577392578125,-46.66143178939819,-62.071811313876694,-63.267414511296515,8,8
The Balkans could shock what doctors?,What could the Balkans shock doctors?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,36,0.5741590829270667,0.9981334245362226,-0.4239743416091558,0,-57.14258623123169,-52.15974426269531,-61.16169981172116,-59.14667823444887,7,7
Many children can annoy what children?,What can many children annoy children?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,37,1.657465135228976,1.7801594736371353,-0.12269433840815935,0,-46.111576557159424,-42.93560445308685,-57.713832503762255,-55.3967207685468,7,7
Laurie might criticize what brochures?,What might Laurie criticize brochures?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,38,2.433193091314278,2.1924694557197006,0.24072363559457743,1,-63.19617557525635,-55.51529175043106,-85.09491339708485,-70.86257794046897,9,7
Denise had known what boy?,What had Denise known boy?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,39,1.2037331299684857,0.29908940820357205,0.9046437217649137,1,-46.774906635284424,-45.488715291023254,-55.201038545063824,-47.28325174024469,7,6
Deanna has hidden which lamp?,Which has Deanna hidden lamp?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,40,0.8124508276489867,0.8463146925798668,-0.033863864930880117,0,-56.41376304626465,-58.15941667556763,-62.100918839807555,-64.0836195236267,7,7
Most cakes should upset what school?,What should most cakes upset school?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,41,0.6491764761731947,0.9074050204854203,-0.2582285443122255,0,-55.16783952713013,-51.5260528922081,-59.71207486034249,-57.87788803560604,7,7
A movie could disagree with which lady?,Which could a movie disagree with lady?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,42,0.784117295419664,0.6621515525142456,0.1219657429054184,1,-54.71688902378082,-56.88821816444397,-60.989827387138135,-62.185430584557935,8,8
This student had investigated which guest?,Which had this student investigated guest?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,43,0.9463243859898977,0.9742248368911756,-0.027900450901277907,0,-54.45336580276489,-55.35206365585327,-61.077636504694176,-62.1716375140915,7,7
Deborah would impress which senator?,Which would Deborah impress senator?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,44,1.55880433892728,0.8242489312840094,0.7345554076432707,1,-58.00689744949341,-54.666070342063904,-68.91852782198437,-59.61156392976796,7,6
Todd was complaining about which guy?,Which was Todd complaining about guy?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,45,1.4837063291804387,1.1749395055943512,0.3087668235860874,1,-47.641523361206055,-51.87958002090454,-58.027467665469125,-60.104156560065,7,7
Curtis has dropped by whose mountains?,Whose has Curtis dropped by mountains?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,46,1.4820238786459266,1.0288125666320198,0.45321131201390674,1,-61.2945818901062,-63.91608238220215,-74.63279679791954,-72.1465829152583,9,8
Bradley is hiding which lights?,Which is Bradley hiding lights?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,47,1.9645354230989338,0.9564423125360394,1.0080931105628945,1,-46.12034225463867,-47.57444989681244,-59.87209021633121,-53.313103772028676,7,6
A lot of grocery stores could disgust what patients?,What could a lot of grocery stores disgust patients?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,48,1.4395616778340141,1.8066602639484657,-0.36709858611445156,0,-70.3423490524292,-65.49140864610672,-84.73796583076934,-83.55801128559138,10,10
Those dancers can disagree with what newspaper article?,What can those dancers disagree with newspaper article?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,49,1.1206090504290214,1.5412326107817966,-0.42062356035277526,0,-70.05775964260101,-64.28402772545815,-80.1432410964622,-78.15512122249432,9,9
Lisa can love which dancers?,Which can Lisa love dancers?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,50,0.23226408073467533,0.6296948989443294,-0.3974308182096541,0,-49.28961801528931,-49.32090425491333,-50.68320249969736,-53.09907364857931,6,6
Catherine should hate which synopsis?,Which should Catherine hate synopsis?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,51,0.9525491128755407,0.3301722304521159,0.6223768824234248,1,-59.53788089752197,-58.68702673912048,-66.20572468765076,-60.66806012183318,7,6
Richard was buying whose octopus?,Whose was Richard buying octopus?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,52,1.5613060301108743,2.1652071298132896,-0.6039010997024152,0,-55.26240301132202,-58.47413206100464,-66.19154522209814,-75.79578909951096,7,8
Julie is disturbing what cashiers?,What is Julie disturbing cashiers?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,53,2.1202934086226133,2.0890678745535447,0.031225534069068583,1,-52.626787304878235,-48.81374731659889,-69.58913457385914,-63.437222438473704,8,7
Every waiter was arriving at whose hill?,Whose was every waiter arriving at hill?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,54,1.8603119934922567,1.5604423531467277,0.299869640345529,1,-56.73098039627075,-66.0594642162323,-71.6134763442088,-80.10344539455285,8,9
Some bicycles were confusing which senator?,Which were some bicycles confusing senator?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,55,0.9749029388918282,0.6702604650427061,0.30464247384912213,1,-60.02117323875427,-62.465800762176514,-66.84549381099707,-67.15762401747546,7,7
Debra was examining whose books?,Whose was Debra examining books?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,56,0.9373747069652458,1.2323853526254478,-0.29501064566020196,0,-56.38858509063721,-64.03970098495483,-62.95020803939393,-73.89878380595842,7,8
Brett has investigated which customer?,Which has Brett investigated customer?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,57,1.1406141166549364,0.7477372257543836,0.3928768909005528,1,-55.24229669570923,-55.28952407836914,-63.226595512293784,-59.77594743289544,7,6
Victoria has cleaned what candles?,What has Victoria cleaned candles?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,58,0.7135782438752543,1.1369647669270175,-0.4233865230517633,0,-50.4544415473938,-46.92134666442871,-54.735911010645324,-53.743135265990816,6,6
Bill should dislike what pedestrians?,What should Bill dislike pedestrians?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,59,0.5521269143376001,1.258800596516302,-0.706673682178702,0,-52.888620376586914,-48.518006801605225,-56.201381862612514,-56.07081038070304,6,6
Marla has brought what lake?,What has Marla brought lake?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,60,1.4323504856114175,1.160704425275669,0.27164606033574845,1,-48.4410560131073,-50.333433628082275,-58.46750941238722,-58.45836460501196,7,7
Thomas does exit whose public park?,Whose does Thomas exit public park?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,61,0.6209368873622501,1.6637684668274133,-1.0428315794651632,0,-60.42622637748718,-61.168368339538574,-64.77278458902293,-74.47851607415788,7,8
Christine might observe which doctor?,Which might Christine observe doctor?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,62,0.8257946577914491,0.2771752395442905,0.5486194182471587,1,-56.257893085479736,-55.56175374984741,-62.03845569001988,-57.224805187113155,7,6
Claire was visiting which doctor?,Which was Claire visiting doctor?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,63,1.6697314937586702,1.6977729714183323,-0.02804147765966203,0,-48.93775725364685,-43.24299120903015,-60.62587770995754,-53.429629037540145,7,6
Linda has thought about what mushrooms?,What has Linda thought about mushrooms?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,64,1.9145096054350148,1.5856474215607688,0.32886218387424604,1,-49.44286227226257,-46.473911702632904,-64.75893911574269,-57.573443653558286,8,7
Tina can stun what men?,What can Tina stun men?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,65,0.16704068999103125,0.5580017875363303,-0.39096109754529906,0,-54.927342891693115,-49.26390218734741,-56.096627721630334,-52.611912912565394,7,6
Edward could kiss which actress?,Which could Edward kiss actress?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,66,0.06983374697631935,0.2693369909095675,-0.19950324393324814,0,-51.542667865753174,-51.9877245426178,-51.96167034761109,-53.6037464880752,6,6
Caroline is praising which alumnus?,Which is Caroline praising alumnus?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,67,2.348273431039055,2.0122757962657953,0.3359976347732596,1,-63.93321871757507,-61.00743126869202,-85.06767959692657,-77.10563763881838,9,8
Candice will run around which schools?,Which will Candice run around schools?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,68,1.4390542755210642,1.728836275016917,-0.2897819994958528,0,-57.6531617641449,-57.573156237602234,-69.16559596831341,-71.40384643773757,8,8
Sabrina had dropped by what high schools?,What had Sabrina dropped by high schools?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,69,1.7226412403840863,1.992893108849098,-0.2702518684650117,0,-63.89802360534668,-61.28693640232086,-79.40179476880346,-79.22297438196274,9,9
The museums are stunning whose universities?,Whose are the museums stunning universities?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,70,1.3978287155595186,1.8771379492444389,-0.4793092336849203,0,-55.85119390487671,-58.506481885910034,-65.63599491379334,-73.52358547986555,7,8
Some doctor is selling whose tomato?,Whose is some doctor selling tomato?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,71,1.1172982691917304,2.143259005322168,-1.0259607361304377,0,-53.79028916358948,-52.304489612579346,-61.61137704793159,-69.45056165515669,7,8
Bradley is thinking about what box?,What is Bradley thinking about box?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,72,2.7219892638487293,1.288499610330361,1.4334896535183683,1,-40.965187311172485,-44.78705996274948,-62.74110142196232,-53.80655723506201,8,7
The books had worried what teacher?,What had the books worried teacher?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,73,-0.25908780467977977,0.23919077701988353,-0.4982785816996633,0,-55.29411840438843,-49.791146755218506,-53.48050377162997,-51.46548219435769,7,7
Kenneth has attacked which alumni?,Which has Kenneth attacked alumni?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,74,1.4809931862550951,0.9159082152415815,0.5650849710135136,1,-56.64456129074097,-53.599079608917236,-67.01151359452663,-59.094528900366726,7,6
A boy might run around whose oases?,Whose might a boy run around oases?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,75,1.4039161413947123,1.7460300074164352,-0.3421138660217229,0,-61.28910255432129,-65.18670535087585,-73.9243478268737,-82.6470054250402,9,10
Diane has worn whose shawls?,Whose has Diane worn shawls?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,76,2.538603184784699,2.3296622121390524,0.20894097264564637,1,-60.45634651184082,-64.54691052436829,-83.30377517490311,-85.51387043361976,9,9
Marla has noticed which bread?,Which has Marla noticed bread?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,77,0.8151111980636482,0.6152431743225922,0.19986802374105594,1,-54.432286739349365,-58.19777584075928,-60.1380651257949,-62.50447806101742,7,7
Caroline is arguing about which customer?,Which is Caroline arguing about customer?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,78,2.4840127930208578,1.983003119655591,0.5010096733652667,1,-50.399986028671265,-48.42902457714081,-70.27208837283813,-62.310046414729946,8,7
Marla might hug which woman?,Which might Marla hug woman?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,79,0.9195961800660614,0.8122912405186449,0.10730493954741649,1,-54.33999538421631,-57.45754289627075,-60.77716864467874,-63.143581579901266,7,7
Those dancers had respected what art galleries?,What had those dancers respected art galleries?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,80,1.467952683059865,2.0083772642340296,-0.5404245811741646,0,-64.58648777008057,-58.27497124671936,-76.33010923455949,-74.3419893605916,8,8
Benjamin was researching whose books?,Whose was Benjamin researching books?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,81,2.57654375190792,1.1254694295852334,1.4510743223226865,1,-49.15263295173645,-58.11581063270569,-67.18843921509189,-65.99409663980232,7,7
Phillip will watch what waitresses?,What will Phillip watch waitresses?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,82,1.3590040021818677,0.41583695904154283,0.9431670431403248,1,-60.3244743347168,-58.74810612201691,-71.19650635217174,-61.65896483530771,8,7
Paula can bike to which schools?,Which can Paula bike to schools?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,83,0.23148889070085232,0.3006079529676334,-0.06911906226678105,0,-59.50153660774231,-57.33292031288147,-61.35344773334913,-59.4371759836549,8,7
Monet does take what deer?,What does Monet take deer?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,84,-0.2501956669981687,1.2133673399905172,-1.4635630069886858,0,-59.69216585159302,-49.926764726638794,-57.94079618260584,-58.420336106572414,7,7
Melanie was skated around what closet?,What was Melanie skated around closet?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,85,2.065983143396579,1.858195189230372,0.2077879541662071,1,-62.36465644836426,-54.90748679637909,-80.95850473893347,-69.77304831022207,9,8
Lucille had arrived at whose movie theater?,Whose had Lucille arrived at movie theater?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,86,2.1845134523827863,1.9020824780719834,0.2824309743108029,1,-61.1237998008728,-71.7413479089737,-80.78442087231788,-90.76217268969353,9,10
This actor is touring what oasis?,What is this actor touring oasis?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,87,1.3249179327220233,1.5018174692038322,-0.1768995364818089,0,-58.410563468933105,-55.713810443878174,-69.00990693070929,-67.72835019750883,8,8
Kayla has remembered which brochure?,Which has Kayla remembered brochure?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,88,1.4553638367804904,2.1135377343353436,-0.6581738975548532,0,-64.60975170135498,-62.37844890356064,-76.2526623955989,-79.28675077824339,8,8
Victoria could talk to which doctor?,Which could Victoria talk to doctor?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,89,0.5902445690661001,0.9066081273278844,-0.3163635582617843,0,-50.19922339916229,-49.36746048927307,-54.33093538262499,-55.71371738056826,7,7
That teacher will aggravate what alumnus?,What will that teacher aggravate alumnus?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,90,2.149657407351988,2.2117325057728707,-0.06207509842088266,0,-68.56164884567261,-66.3351640701294,-90.05822291919249,-88.4524891278581,10,10
Carol had listened to which students?,Which had Carol listened to students?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,91,1.1586294189588795,0.957802298117321,0.20082712084155852,1,-55.12075984477997,-52.473735988140106,-64.389795196451,-59.17835207496135,8,7
Larry is observing which woman?,Which is Larry observing woman?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,92,0.49163620659360774,1.0040579962829195,-0.5124217896893117,0,-48.52632188796997,-47.40392053127289,-51.47613912753162,-53.428268508970405,6,6
April will climb up which slope?,Which will April climb up slope?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,93,0.9355518136789891,0.15848484247573782,0.7770669712032513,1,-52.06806302070618,-58.88508319854736,-58.6169257164591,-59.99447709587753,7,7
Jacqueline might astound what government?,What might Jacqueline astound government?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,94,1.2061626308281146,1.6601161882381454,-0.45395355741003085,0,-75.19254970550537,-64.15934991836548,-86.0480133829584,-77.44027942427064,9,8
Diane has known what guys?,What has Diane known guys?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,95,1.5190449174561798,0.8411022375027635,0.6779426799534163,1,-46.36504507064819,-44.25922918319702,-56.99835949284145,-49.3058426082136,7,6
Some men were revealing what children?,What were some men revealing children?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,96,1.31061813442595,1.4768716034688734,-0.16625346904292337,0,-47.99307823181152,-44.76587641239166,-57.167405172793174,-55.103977636673775,7,7
Rodney has hidden which actors?,Which has Rodney hidden actors?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,97,2.022049553616035,0.90737592729178,1.114673626324255,1,-50.347429513931274,-52.216567516326904,-64.50177638924352,-57.660823080077584,7,6
Every window would bother what committees?,What would every window bother committees?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,98,0.7705161008670132,1.0263820723796644,-0.2558659715126512,0,-56.231388092041016,-53.027683198451996,-61.62500079811011,-60.212357705109646,7,7
George is scanning what essay?,What is George scanning essay?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,99,0.39499640648832585,0.952674867283187,-0.557678460794861,0,-50.81917977333069,-46.70239096879959,-53.189158212260644,-52.41844017249871,6,6
Daniel was observing what men?,What was Daniel observing men?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,100,0.7965742084691515,1.2989060812324915,-0.50233187276334,0,-44.40020751953125,-41.567295491695404,-49.17965277034616,-49.36073197909035,6,6
The Clintons have talked to what men?,What have the Clintons talked to men?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,101,0.9156678797768061,1.324197859910595,-0.40852998013378894,0,-56.04797649383545,-50.76471507549286,-63.3733195320499,-61.35829795477762,8,8
Some libraries could praise what play?,What could some libraries praise play?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,102,0.7609904815973455,0.5436732114391306,0.2173172701582149,1,-55.193806648254395,-54.65160000324249,-60.52074001943581,-58.45731248331641,7,7
Claire might hide whose rivers?,Whose might Claire hide rivers?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,103,1.560369264793459,1.1506461801241596,0.4097230846692994,1,-55.46843242645264,-58.66729974746704,-66.39101728000685,-66.72182300833616,7,7
Kimberley might disgust whose committee?,Whose might Kimberley disgust committee?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,104,0.18248653021502115,1.4643675600028079,-1.2818810297877867,0,-76.1408166885376,-69.10773074626923,-77.60070893025777,-80.82267122629169,8,8
Joel was descending what steps?,What was Joel descending steps?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,105,0.6539824051486463,1.413319936757258,-0.7593375316086117,0,-55.38971662521362,-44.11880922317505,-59.96759346125415,-52.5987288437186,7,6
Benjamin has remembered whose lake?,Whose has Benjamin remembered lake?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,106,2.414518699498361,0.7428452707957547,1.6716734287026065,1,-49.6065719127655,-60.113943338394165,-66.50820280925403,-65.31386023396445,7,7
Danielle might fire what children?,What might Danielle fire children?,syntax,island_effects,left_branch_island_echo_question,True,False,True,True,107,-0.03697347787213496,0.3305068866528889,-0.36748036452502386,0,-56.78928089141846,-48.25531232357025,-56.53046654631351,-50.238353643487585,7,6
