sentence_good,sentence_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pair_id,good_slor,bad_slor,slor_diff,correct,good_model_logprob,bad_model_logprob,good_unigram_logprob,bad_unigram_logprob,good_num_tokens,bad_num_tokens
Deanna isn't respected by Ellen's doctors.,Deanna isn't boasted by Ellen's doctors.,syntax,argument_structure,passive_1,True,False,False,False,17,1.8462519097629582,1.427056437675958,0.41919547208700014,1,-65.63858505152166,-70.90623780153692,-84.10110414915124,-85.1768021782965,10,10
Those customers' teachers are fired by Danielle.,Those customers' teachers are suffered by Danielle.,syntax,argument_structure,passive_1,True,False,False,False,18,1.9211022508643414,1.8395547086112616,0.08154754225307981,1,-62.993298053741455,-64.08994054794312,-80.28321831152053,-80.64593292544447,9,9
That girl's wife isn't visited by some waiters.,That girl's wife isn't left by some waiters.,syntax,argument_structure,passive_1,True,False,False,False,19,1.7805627745645058,1.7848277359332652,-0.004264961368759312,0,-66.60139832785353,-63.4835072546266,-87.9681516226276,-84.90144008582578,12,12
These customers aren't referenced by Emily's colleagues.,These customers aren't chatted by Emily's colleagues.,syntax,argument_structure,passive_1,True,False,False,False,20,3.089887627886779,2.98791164994616,0.10197597794061908,1,-58.493826650083065,-63.021378360688686,-89.39270292895085,-95.88840651009644,10,11
Kenneth wasn't discussed by Grace.,Kenneth wasn't answered by Grace.,syntax,argument_structure,passive_1,True,False,False,False,21,2.2864859051647173,2.522616765153387,-0.23613085998866978,0,-51.51221899688244,-47.13277892768383,-69.80410623820018,-67.31371304891093,8,8
Richard is investigated by the cashiers.,Richard is laughed by the cashiers.,syntax,argument_structure,passive_1,True,False,False,False,22,2.4737525506253775,1.6793336921943753,0.7944188584310021,1,-45.71421015262604,-48.85612368583679,-65.50423055762906,-62.290793223391795,8,8
Most students weren't appreciated by Jesus.,Most students weren't negotiated by Jesus.,syntax,argument_structure,passive_1,True,False,False,False,23,2.2642195796635605,2.1063495273919095,0.15787005227165096,1,-51.56730404123664,-54.208895947784185,-69.68106067854512,-71.05969216691946,8,8
Janice is approached by Samantha.,Janice is left by Samantha.,syntax,argument_structure,passive_1,True,False,False,False,24,2.286007825702247,2.4812788301842668,-0.19527100448201962,0,-44.2410831451416,-39.78986942768097,-60.24313792505733,-57.15882123897084,7,7
Homer's partners weren't seen by Jesus.,Homer's partners weren't corresponded by Jesus.,syntax,argument_structure,passive_1,True,False,False,False,25,2.6628380740105824,2.9088178147637715,-0.24597974075318918,0,-54.20977154839784,-61.63073304761201,-80.83815228850366,-93.6277290100135,10,11
All pedestrians' ex-husbands weren't respected by Patricia's father.,All pedestrians' ex-husbands weren't competed by Patricia's father.,syntax,argument_structure,passive_1,True,False,False,False,26,2.025284920314243,1.6716613108510956,0.3536236094631475,1,-104.85930086672306,-108.6902113109827,-135.2385746714367,-133.76513097374914,15,15
Ruth's daughter is cared for by Cheryl.,Ruth's daughter is blinked by Cheryl.,syntax,argument_structure,passive_1,True,False,False,False,27,2.088095378472366,2.272579953234163,-0.18448457476179714,0,-59.05193817615509,-56.05726480484009,-79.93289196087875,-76.51048438394756,10,9
These patients aren't visited by David.,These patients aren't profited by David.,syntax,argument_structure,passive_1,True,False,False,False,28,2.5534780420178045,3.2866479305519647,-0.7331698885341602,0,-46.396160846576095,-49.49806881509721,-66.82398518271853,-79.0779001900649,8,9
These cashiers aren't disgusted by Melissa's grandsons.,These cashiers aren't coped by Melissa's grandsons.,syntax,argument_structure,passive_1,True,False,False,False,29,2.4180408210251474,2.3424944937628447,0.0755463272623027,1,-84.97438895702362,-90.08465427160263,-116.40891963035054,-122.87957718428245,13,14
Becky is hugged by Claire.,Becky is grinned by Claire.,syntax,argument_structure,passive_1,True,False,False,False,30,2.3949149874656146,1.862782545006022,0.5321324424595926,1,-42.56095063686371,-45.42791402339935,-59.32535554912301,-58.46739183844151,7,7
Jeffrey's ex-husbands were stunned by a doctor.,Jeffrey's ex-husbands were trained by a doctor.,syntax,argument_structure,passive_1,True,False,False,False,31,3.278256669383709,3.224781849862825,0.053474819520884065,1,-70.84128756821156,-70.02243532240391,-113.45862427019978,-111.94459937062064,13,13
Tammy is talked about by Dennis.,Tammy is wept by Dennis.,syntax,argument_structure,passive_1,True,False,False,False,32,2.0945800009967783,1.5471770841332209,0.5474029168635575,1,-47.78989118337631,-52.0425124168396,-64.54653119135054,-64.41992908990537,8,8
These fathers of Linda aren't escaped from by Laurie.,These fathers of Linda aren't conferred by Laurie.,syntax,argument_structure,passive_1,True,False,False,False,33,1.8051049809523674,2.1035515677128074,-0.29844658676044,0,-72.54900147207081,-68.02227236516774,-92.40515626254685,-89.05778804229581,11,10
An eggplant isn't seen by those men.,An eggplant isn't rotted by those men.,syntax,argument_structure,passive_1,True,False,False,False,34,2.3001059731512923,2.509211483326192,-0.20910551017489976,0,-57.8574382532388,-67.4058076608926,-80.85849798475172,-95.00713397748072,10,11
Wayne isn't criticized by Aaron.,Wayne isn't talked by Aaron.,syntax,argument_structure,passive_1,True,False,False,False,35,2.257524365473749,1.8395664997527028,0.4179578657210463,1,-51.19009655434638,-52.134338912554085,-69.25029147813638,-66.85087091057571,8,8
Keith isn't embarrassed by Paula.,Keith isn't shouted by Paula.,syntax,argument_structure,passive_1,True,False,False,False,36,2.306002901605804,1.761826926950578,0.5441759746552262,1,-45.119003667496145,-47.26771820988506,-61.26102397873677,-59.60050669853911,7,7
The patients aren't loved by Theodore.,The patients aren't complained by Theodore.,syntax,argument_structure,passive_1,True,False,False,False,37,2.14813421537189,2.0466718971812625,0.10146231819062734,1,-47.41993528045714,-50.56957977451384,-64.60500900343226,-66.94295495196394,8,8
Jennifer's colleagues aren't approached by John.,Jennifer's colleagues aren't profited by John.,syntax,argument_structure,passive_1,True,False,False,False,38,1.803362342549434,2.620060142615981,-0.8166978000665468,0,-58.13094425946474,-60.39691377431154,-74.36120534240965,-86.59751520047135,9,10
Ronald's grandson isn't annoyed by Beverly's teachers.,Ronald's grandson isn't gotten fired by Beverly's teachers.,syntax,argument_structure,passive_1,True,False,False,False,39,2.773291072980612,2.5665897411307546,0.20670133184985762,1,-70.43743268493563,-80.12107990030199,-103.71692556070298,-113.4867465350018,12,13
Naomi's senators were astounded by every icicle.,Naomi's senators were competed by every icicle.,syntax,argument_structure,passive_1,True,False,False,False,40,3.236669310277629,2.274942878952523,0.9617264313251059,1,-76.98338949680328,-78.12779450416565,-115.82342122013483,-103.1521661726434,12,11
Janet wasn't disgusted by Katherine's tutors.,Janet wasn't laughed by Katherine's tutors.,syntax,argument_structure,passive_1,True,False,False,False,41,3.081371145699217,2.54005750333446,0.5413136423647571,1,-64.0267868284136,-67.12819638289511,-97.921869431105,-95.06882891957417,11,11
Alice isn't hired by William's podiatrist.,Alice isn't chuckled by William's podiatrist.,syntax,argument_structure,passive_1,True,False,False,False,42,1.7891422334056415,1.4305154677806435,0.35862676562499796,1,-80.30279580783099,-85.0060849590227,-99.98336037529305,-100.74175510460978,11,11
Bruce isn't shocked by some pedestrians.,Bruce isn't compromised by some pedestrians.,syntax,argument_structure,passive_1,True,False,False,False,43,1.8203901621443386,1.9812112604702854,-0.16082109832594682,0,-54.69387642480433,-54.95093993283808,-69.25699772195904,-70.80063001660037,8,8
Hospitals were upset by girls.,Hospitals were replied by girls.,syntax,argument_structure,passive_1,True,False,False,False,44,3.2237018733762888,2.6368424072209145,0.5868594661553743,1,-44.90305799245834,-48.32231330871582,-70.69267297946865,-69.41705256648314,8,8
All actresses aren't concealed by many boys.,All actresses aren't chatted by many boys.,syntax,argument_structure,passive_1,True,False,False,False,45,2.016430887662226,2.576711439198502,-0.5602805515362759,0,-56.92728657647967,-58.223126363009214,-75.0751645654397,-83.99024075499423,9,10
William isn't fired by this girl.,William isn't lied by this girl.,syntax,argument_structure,passive_1,True,False,False,False,46,1.496339843290584,1.2768268966761775,0.21951294661440635,1,-47.610697232186794,-50.46480240672827,-59.581415978511465,-60.67941758013769,8,8
Derek wasn't impressed by Kimberley.,Derek wasn't gone fishing by Kimberley.,syntax,argument_structure,passive_1,True,False,False,False,47,4.185694975944276,3.3576199001317972,0.8280750758124791,1,-42.950873248279095,-54.54595573991537,-80.62212803177758,-88.12215474123335,9,10
The museum is described by Cindy.,The museum is negotiated by Cindy.,syntax,argument_structure,passive_1,True,False,False,False,48,2.571741232556495,2.527643774155117,0.044097458401377576,1,-38.296780586242676,-41.747902631759644,-56.29896921413814,-59.441409050845465,7,7
Karla was alarmed by a child.,Karla was screamed by a child.,syntax,argument_structure,passive_1,True,False,False,False,49,1.9891606335900782,1.9154522999685133,0.07370833362156493,1,-47.583627343177795,-48.09230983257294,-63.49691241189842,-63.41592823232104,8,8
Kevin's daughters aren't approached by Donna.,Kevin's daughters aren't struggled by Donna.,syntax,argument_structure,passive_1,True,False,False,False,50,1.8294012479961925,1.6808947892775354,0.1485064587186571,1,-60.201238384470344,-62.361864319071174,-76.66584961643608,-77.489917422569,9,9
Peter's sisters were examined by this mother of Claire.,Peter's sisters were clashed by this mother of Claire.,syntax,argument_structure,passive_1,True,False,False,False,51,1.1546146472841743,1.0591992003945605,0.09541544688961379,1,-71.92764067649841,-75.51686775684357,-84.62840179662433,-87.16805896118373,11,11
April was forgotten by Harvard University.,April was smiled by Harvard University.,syntax,argument_structure,passive_1,True,False,False,False,52,1.7411948439605567,0.8809105047865111,0.8602843391740456,1,-46.586345195770264,-52.666518688201904,-58.77470910349416,-58.83289222170748,7,7
Walter's sister wasn't hugged by a lot of granddaughters of Clyde.,Walter's sister wasn't boasted by a lot of granddaughters of Clyde.,syntax,argument_structure,passive_1,True,False,False,False,53,2.9385001622507447,2.7802186642489746,0.15828149800177016,1,-88.36685306066647,-91.75320995086804,-138.32135581892913,-139.0169272431006,17,17
The cilantro wasn't sold by Ann.,The cilantro wasn't rotted by Ann.,syntax,argument_structure,passive_1,True,False,False,False,54,2.376900018588597,2.5091541405392546,-0.13225412195065767,0,-55.24217941612005,-63.830729983747005,-76.63427958341742,-88.92227138913955,9,10
Kevin was loved by Guy.,Kevin was trained by Guy.,syntax,argument_structure,passive_1,True,False,False,False,55,1.8648536919262984,2.2762554033567226,-0.41140171143042426,0,-38.05664873123169,-36.86857509613037,-49.24577088278948,-50.526107516270706,6,6
Nina was distracted by all cars.,Nina was left by all cars.,syntax,argument_structure,passive_1,True,False,False,False,56,2.181946657257428,2.0349409627235735,0.14700569453385448,1,-43.49229371547699,-40.29117739200592,-60.947866973536414,-56.57070509379451,8,8
Most nephews of Galileo are praised by Sandra.,Most nephews of Galileo are screamed by Sandra.,syntax,argument_structure,passive_1,True,False,False,False,57,2.0997927304532538,1.6361136692827103,0.46367906117054347,1,-67.71162497997284,-72.26334142684937,-88.70955228450538,-88.62447811967647,10,10
Michael isn't seen by Carl.,Michael isn't suffered by Carl.,syntax,argument_structure,passive_1,True,False,False,False,58,1.7719085627822355,1.5801829291288294,0.1917256336534061,1,-40.29238729458302,-44.308282303623855,-52.69574723405867,-55.36956280752566,7,7
The fathers of Anne were forgotten by Todd.,The fathers of Anne were conspired by Todd.,syntax,argument_structure,passive_1,True,False,False,False,59,1.9255750049056468,2.4978957544513465,-0.5723207495456997,0,-54.95251393318176,-61.88550043106079,-72.28268897733258,-86.86445797557425,9,10
Many commentaries about the Borgias aren't discussed by Marcus's classmate.,Many commentaries about the Borgias aren't disagreed by Marcus's classmate.,syntax,argument_structure,passive_1,True,False,False,False,60,2.5716066389690657,2.492417856919457,0.07918878204960889,1,-98.08663305267692,-101.27013644203544,-136.6607326372129,-138.6564042958273,15,15
Marla is discussed by Eva's granddaughter.,Marla is cried by Eva's granddaughter.,syntax,argument_structure,passive_1,True,False,False,False,61,2.658784976190952,2.300222058388957,0.3585629178019949,1,-53.94925141334534,-54.493900656700134,-77.8783161990639,-75.19589918220075,9,9
That grandson of Renee is stunned by some patient.,That grandson of Renee is gotten fired by some patient.,syntax,argument_structure,passive_1,True,False,False,False,62,2.3761149887563264,2.0908736926545237,0.2852412961018027,1,-64.86973911523819,-74.94918888807297,-91.00700399155778,-100.03967319992725,11,12
All boys were escaped from by Diana.,All boys were conspired by Diana.,syntax,argument_structure,passive_1,True,False,False,False,63,1.4542452818061298,2.5547506251421943,-1.1005053433360645,0,-50.84463703632355,-49.73517060279846,-62.478599290772586,-70.17317560393602,8,8
Those friends of that man aren't cared for by Andrew's father.,Those friends of that man aren't struggled by Andrew's father.,syntax,argument_structure,passive_1,True,False,False,False,64,2.1501085123089854,1.9513616825228548,0.19874682978613056,1,-72.21680238097906,-71.8939281925559,-102.31832155330486,-97.26163006535302,14,13
A lot of senators were disagreed with by that movie.,A lot of senators were joked around by that movie.,syntax,argument_structure,passive_1,True,False,False,False,65,2.4114697690951576,2.2560292596238223,0.15544050947133536,1,-56.03672921657562,-60.43332302570343,-82.56289667662236,-85.24964488156547,11,11
Kristen's sons are escaped from by Carlos's electricians.,Kristen's sons are competed by Carlos's electricians.,syntax,argument_structure,passive_1,True,False,False,False,66,2.3289202573616157,2.1549737232346757,0.17394653412693994,1,-79.12532395124435,-77.06214863061905,-109.40128729694536,-102.92183330943516,13,12
Actors weren't visited by Sandra.,Actors weren't muttered by Sandra.,syntax,argument_structure,passive_1,True,False,False,False,67,2.739657397045523,2.0267038127983277,0.7129535842471952,1,-47.94960372149944,-53.96031527221203,-69.86686289786363,-70.17394577459865,8,8
Some customers' colleague isn't discussed by Theresa.,Some customers' colleague isn't talked by Theresa.,syntax,argument_structure,passive_1,True,False,False,False,68,1.7791334928104305,1.5611861496425263,0.2179473431679042,1,-71.6896989941597,-72.12293177843094,-89.481033922264,-87.7347932748562,10,10
An association was aggravated by some documentaries about literature.,An association was conferred by some documentaries about literature.,syntax,argument_structure,passive_1,True,False,False,False,69,2.5930176701868275,2.4193948004787957,0.17362286970803176,1,-64.34709620475769,-65.75723338127136,-90.27727290662597,-89.95118138605932,10,10
All hospitals were stunned by most commentaries about Winston Churchill.,All hospitals were cooperated by most commentaries about Winston Churchill.,syntax,argument_structure,passive_1,True,False,False,False,70,2.2399788220735175,2.7163297443468233,-0.4763509222733058,0,-87.04531228542328,-89.40803080797195,-113.92505815030549,-124.72031748448066,12,13
These patients were referenced by Margaret.,These patients were retaliated by Margaret.,syntax,argument_structure,passive_1,True,False,False,False,71,2.5401456468894983,3.20058582402557,-0.6604401771360715,0,-45.92888593673706,-48.26601165533066,-63.70990546496355,-73.87069824753522,7,8
All companies were investigated by drivers.,All companies were competed by drivers.,syntax,argument_structure,passive_1,True,False,False,False,72,2.566734722984474,1.7259917540613452,0.8407429689231287,1,-42.945578813552856,-46.64073705673218,-60.91272187444417,-58.722679335161594,7,7
Donna isn't described by those libraries.,Donna isn't spoken up by those libraries.,syntax,argument_structure,passive_1,True,False,False,False,73,2.191654279097561,2.07077886855802,0.12087541053954087,1,-53.63109942758456,-58.58302542055026,-73.35598793946261,-79.29081410613045,9,10
That doctor's doctor isn't disgusted by Andrew.,That doctor's doctor isn't spoken up by Andrew.,syntax,argument_structure,passive_1,True,False,False,False,74,2.09415840066693,1.6944413489727181,0.3997170516942119,1,-57.31716630700976,-63.58445666078478,-78.25875031367906,-82.22331149948468,10,11
This legislature isn't investigated by Travis.,This legislature isn't competed by Travis.,syntax,argument_structure,passive_1,True,False,False,False,75,2.074993900233956,1.4068498177269682,0.6681440825069878,1,-53.58697613142431,-56.74208625219762,-70.18692733329596,-67.99688479401337,8,8
A teacher wasn't insulted by Julie.,A teacher wasn't died by Julie.,syntax,argument_structure,passive_1,True,False,False,False,76,2.6782002561841622,1.8807535696290811,0.7974466865550811,1,-43.90240480937064,-45.7807958368212,-65.32800685884393,-60.82682439385385,8,8
Peter's supervisors are cared for by Julia.,Peter's supervisors are profited by Julia.,syntax,argument_structure,passive_1,True,False,False,False,77,1.245965469713727,2.311027533055156,-1.0650620633414292,0,-62.70196342468262,-59.47195541858673,-73.91565265210616,-80.27120321608314,9,9
Those friends of Dan are admired by Valerie.,Those friends of Dan are sighed by Valerie.,syntax,argument_structure,passive_1,True,False,False,False,78,1.9511798776516842,1.2559355723966708,0.6952443052550135,1,-59.02387857437134,-64.4831600189209,-76.5844974732365,-75.78658017049094,9,9
A lot of doctors were helped by some actress.,A lot of doctors were retaliated by some actress.,syntax,argument_structure,passive_1,True,False,False,False,79,2.6125135681960616,3.1792768421007676,-0.5667632739047059,0,-48.22360923886299,-54.049171686172485,-74.3487449208236,-89.02121694928093,10,11
George wasn't appreciated by Keith.,George wasn't blinked by Keith.,syntax,argument_structure,passive_1,True,False,False,False,80,2.3291743966757688,1.8410460591125641,0.4881283375632046,1,-43.749018020927906,-48.350840993225574,-60.05323879765829,-61.23816340701352,7,7
Sara was bored by Dennis.,Sara was compromised by Dennis.,syntax,argument_structure,passive_1,True,False,False,False,81,2.5650662884192363,2.840121566446215,-0.2750552780269788,0,-37.87747621536255,-37.78757154941559,-55.832940234297205,-57.668422514539095,7,7
Janet was shocked by John.,Janet was shrugged by John.,syntax,argument_structure,passive_1,True,False,False,False,82,2.491407531832402,1.949867957837925,0.5415395739944768,1,-39.90449285507202,-44.74270820617676,-57.344345577898835,-58.39178391104223,7,7
These guests' lawyer isn't scanned by that woman.,These guests' lawyer isn't joked around by that woman.,syntax,argument_structure,passive_1,True,False,False,False,83,1.5683897376886657,1.5571155669314294,0.011274170757236357,1,-71.48664155974984,-79.28281095996499,-88.73892867432517,-97.96819776314214,11,12
A dancer's piano teachers were confused by Alicia.,A dancer's piano teachers were screamed by Alicia.,syntax,argument_structure,passive_1,True,False,False,False,84,1.8532043620155492,1.5439694359338745,0.3092349260816747,1,-67.82507252693176,-71.73099732398987,-86.35711614708725,-87.17069168332861,10,10
Omar isn't embarrassed by many customers.,Omar isn't boasted by many customers.,syntax,argument_structure,passive_1,True,False,False,False,85,1.8818524353145247,1.5412607782553716,0.3405916570591532,1,-57.352778643369675,-61.70763036608696,-74.2894505612004,-75.5789773703853,9,9
These dancers aren't shocked by the museum.,These dancers aren't clashed by the museum.,syntax,argument_structure,passive_1,True,False,False,False,86,2.851043482959353,2.6029644264002627,0.24807905655909046,1,-48.29313644953072,-52.91306063719094,-73.9525277961649,-76.3397404747933,9,9
This doctor's grandmothers were distracted by the Lutherans.,This doctor's grandmothers were chatted by the Lutherans.,syntax,argument_structure,passive_1,True,False,False,False,87,1.737559738932094,1.9865803891760878,-0.24902065024399378,0,-73.93259620666504,-77.483189702034,-94.78331307385017,-103.30873476132314,12,13
Dennis's girlfriend isn't escaped from by Natalie's classmate.,Dennis's girlfriend isn't left by Natalie's classmate.,syntax,argument_structure,passive_1,True,False,False,False,88,2.7502811053607537,2.8028942247646165,-0.05261311940386282,0,-73.74962678784505,-66.65454176301137,-109.50328115753484,-100.28927246018677,13,12
Some daughters of Jason are discussed by Julia.,Some daughters of Jason are conferred by Julia.,syntax,argument_structure,passive_1,True,False,False,False,89,2.249162206579336,2.303585959851773,-0.0544237532724372,0,-55.65849149227142,-57.36105966567993,-75.90095135148545,-78.09333330434589,9,9
Most people are embarrassed by Liam.,Most people are replied by Liam.,syntax,argument_structure,passive_1,True,False,False,False,90,2.6871211130282,2.1024983176452485,0.5846227953829515,1,-40.43605089187622,-41.712249517440796,-59.24589868307362,-56.429737740957535,7,7
Tammy wasn't visited by Natalie.,Tammy wasn't boasted by Natalie.,syntax,argument_structure,passive_1,True,False,False,False,91,2.664130932752041,2.3277324097032697,0.3363985230487714,1,-47.839140847325325,-52.74731393158436,-69.15218830934165,-71.36917320921052,8,8
Girls' French teachers are appreciated by a guest.,Girls' French teachers are communicated by a guest.,syntax,argument_structure,passive_1,True,False,False,False,92,2.1352453663887614,1.8883614078429958,0.2468839585457656,1,-62.33899986743927,-65.80939483642578,-83.69145353132689,-84.69300891485574,10,10
Many committees were aggravated by Wendy.,Many committees were conspired by Wendy.,syntax,argument_structure,passive_1,True,False,False,False,93,2.6539760005345636,2.9287748259253057,-0.2747988253907421,0,-48.154927372932434,-54.01841378211975,-66.73275937667438,-77.4486123895222,7,8
Carmen was concealed by Stacey.,Carmen was shouted by Stacey.,syntax,argument_structure,passive_1,True,False,False,False,94,2.889733183097993,2.906660736134193,-0.016927553036200305,0,-50.06329846382141,-48.25709545612335,-76.07089711170335,-74.41704208133109,9,9
That guest's sons were observed by some teacher.,That guest's sons were worked hard by some teacher.,syntax,argument_structure,passive_1,True,False,False,False,95,1.3362778605157815,1.3484143538954356,-0.012136493379654167,0,-64.82000172138214,-70.66169822216034,-78.18278032653996,-85.49425611501013,10,11
Martha's supervisors are escaped from by Deanna's dermatologists.,Martha's supervisors are nodded by Deanna's dermatologists.,syntax,argument_structure,passive_1,True,False,False,False,96,2.51458465420396,2.5209784455285775,-0.0063937913246174816,0,-92.59741997718811,-88.8391387462616,-127.80160513604355,-121.6118585381331,14,13
Becky's mentors are shocked by Laura.,Becky's mentors are conspired by Laura.,syntax,argument_structure,passive_1,True,False,False,False,97,2.191138060020939,2.3692702204886187,-0.17813216046767977,0,-59.01819968223572,-68.07377052307129,-78.73844222242417,-91.76647272795748,9,10
Some libraries weren't left by Benjamin's plumbers.,Some libraries weren't conspired by Benjamin's plumbers.,syntax,argument_structure,passive_1,True,False,False,False,98,2.625349917177374,2.9189420440418012,-0.29359212686442726,0,-66.76128419488668,-77.52141376584768,-95.6401332838378,-112.5487182943493,11,12
Samantha's oncologists are bothered by Lawrence's best friend.,Samantha's oncologists are struggled by Lawrence's best friend.,syntax,argument_structure,passive_1,True,False,False,False,99,2.174104696873896,1.9698048736096438,0.20429982326425233,1,-89.33264207839966,-92.70606660842896,-121.9442125315081,-122.25313971257361,15,15
Diana is disgusted by Nancy.,Diana is blinked by Nancy.,syntax,argument_structure,passive_1,True,False,False,False,100,2.6924808520424546,2.510080971124817,0.1823998809176377,1,-39.74367690086365,-41.99894404411316,-58.59104286516083,-59.569510841986876,7,7
Patricia is embarrassed by many legislatures.,Patricia is chuckled by many legislatures.,syntax,argument_structure,passive_1,True,False,False,False,101,2.940331416286451,2.482544808145029,0.45778660814142214,1,-52.19348120689392,-55.854438066482544,-75.71613253718553,-75.71479653164278,8,8
Vincent's daughter wasn't known by Jerry.,Vincent's daughter wasn't come here by Jerry.,syntax,argument_structure,passive_1,True,False,False,False,102,2.3808137247266474,2.034893734992145,0.3459199897345022,1,-53.108706139493734,-59.87066605081782,-76.9168433867602,-82.25449713573141,10,11
Angela isn't stunned by Bruce's employee.,Angela isn't wept by Bruce's employee.,syntax,argument_structure,passive_1,True,False,False,False,103,2.93680936562055,1.8902018279285693,1.0466075376919808,1,-58.65023295395076,-71.00112633034587,-88.01832661015627,-91.79334643756013,10,11
Danielle wasn't watched by many drivers.,Danielle wasn't blinked by many drivers.,syntax,argument_structure,passive_1,True,False,False,False,104,2.11691507867665,1.9990740497622204,0.11784102891442982,1,-55.51897260919213,-60.084022138267756,-74.57120831728199,-78.07568858612774,9,9
